site,parcelle,jour,mois,annee,num_arbre,nb_tiges,espece,dhp
PL,A,26,8,2004,65,1,TSCA,10.5
BD,A,10,11,2009,1,1,TSCA,16.4
BD,A,10,11,2009,2,1,TSCA,25.8
BD,A,10,11,2009,6,1,TSCA,30.5
BD,A,10,11,2009,9,1,TSCA,32.2
BD,A,10,11,2009,10,1,TSCA,11.5
BD,A,10,11,2009,11,1,TSCA,45.4
BD,A,10,11,2009,13,1,TSCA,69.7
BD,A,10,11,2009,14,1,TSCA,32.1
BD,A,10,11,2009,17,1,TSCA,47.4
BD,A,10,11,2009,20,1,TSCA,38.4
BD,A,10,11,2009,22,1,TSCA,10.4
BD,A,10,11,2009,23,1,TSCA,10.2
BD,A,10,11,2009,25,1,TSCA,10.2
BD,A,10,11,2009,26,1,TSCA,48.9
BD,A,10,11,2009,27,1,TSCA,26.4
BD,B,10,11,2009,5,1,TSCA,10.5
BD,B,10,11,2009,6,1,TSCA,10.5
BD,B,10,11,2009,8,1,TSCA,13.1
BD,B,10,11,2009,9,1,TSCA,9.6
BD,B,10,11,2009,13,1,TSCA,9.2
BD,B,10,11,2009,15,1,TSCA,13.1
BD,B,10,11,2009,16,1,TSCA,9.5
BD,B,10,11,2009,17,1,TSCA,9.8
BD,B,10,11,2009,18,1,TSCA,9.2
BD,B,10,11,2009,20,1,TSCA,9.7
BD,B,10,11,2009,22,1,TSCA,60.4
BD,B,10,11,2009,23,1,TSCA,52.9
BD,B,10,11,2009,26,1,TSCA,31.8
CFR,A,28,7,2009,9,1,TSCA,39.9
CFR,A,28,7,2009,12,1,TSCA,41.6
CFR,A,28,7,2009,16,1,TSCA,47
CFR,A,28,7,2009,28,1,TSCA,23.6
CFR,A,28,7,2009,33,1,TSCA,28.3
CFR,A,28,7,2009,35,1,TSCA,22.4
CFR,A,28,7,2009,37,1,TSCA,21.1
CFR,A,28,7,2009,40,1,TSCA,30.7
CFR,A,28,7,2009,47,1,TSCA,13.7
CFR,B,10,10,2009,6,1,TSCA,77.6
CFR,B,10,10,2009,9,1,TSCA,67.7
CFR,B,10,10,2009,12,1,TSCA,75.7
NCL,A,16,10,2009,1,1,TSCA,15.1
NCL,A,16,10,2009,2,1,TSCA,23.9
NCL,A,16,10,2009,3,1,TSCA,12.1
NCL,A,16,10,2009,4,1,TSCA,19.8
NCL,A,16,10,2009,5,1,TSCA,10.7
NCL,A,16,10,2009,6,1,TSCA,35.9
NCL,A,16,10,2009,13,1,TSCA,24.3
NCL,A,16,10,2009,16,1,TSCA,32.4
NCL,A,16,10,2009,17,1,TSCA,38.6
NCL,A,16,10,2009,18,1,TSCA,23.4
NCL,A,16,10,2009,21,1,TSCA,21.3
NCL,A,16,10,2009,28,1,TSCA,47.5
NCL,A,16,10,2009,30,1,TSCA,28.3
NCL,A,16,10,2009,31,1,TSCA,35.9
NCL,A,16,10,2009,32,1,TSCA,42.1
NCL,A,16,10,2009,33,1,TSCA,40.9
NCL,A,16,10,2009,34,1,TSCA,10.2
NCL,A,16,10,2009,39,1,TSCA,12.9
NCL,B,16,10,2009,1,1,TSCA,21.1
NCL,B,16,10,2009,7,1,TSCA,24.4
NCL,B,16,10,2009,8,1,TSCA,9.5
NCL,B,16,10,2009,12,1,TSCA,27.6
NCL,B,16,10,2009,14,1,TSCA,18.5
NCL,B,16,10,2009,16,1,TSCA,17.2
NCL,B,16,10,2009,17,1,TSCA,12.5
NCL,B,16,10,2009,18,1,TSCA,12.7
NCL,B,16,10,2009,20,1,TSCA,39.1
NCL,B,16,10,2009,22,1,TSCA,9.2
NCL,B,16,10,2009,24,1,TSCA,11.2
NCL,B,16,10,2009,25,1,TSCA,9.5
NCL,B,16,10,2009,26,1,TSCA,17.1
NCL,B,16,10,2009,29,1,TSCA,17.4
NCL,B,16,10,2009,31,1,TSCA,12.4
NCL,B,16,10,2009,34,1,TSCA,29.4
NCL,B,16,10,2009,35,1,TSCA,43.2
NCL,B,16,10,2009,38,1,TSCA,16.8
NCL,B,16,10,2009,39,1,TSCA,21.6
NCL,B,16,10,2009,42,1,TSCA,16.3
NCL,B,16,10,2009,46,1,TSCA,11.8
NCL,B,16,10,2009,48,1,TSCA,13.4
NCL,B,16,10,2009,50,1,TSCA,16
NCL,B,16,10,2009,51,1,TSCA,14.7
NCL,B,16,10,2009,54,1,TSCA,18
NCL,B,16,10,2009,55,1,TSCA,13.1
NCL,B,16,10,2009,56,1,TSCA,10.8
NCL,B,16,10,2009,60,1,TSCA,15
NCL,B,16,10,2009,61,1,TSCA,13.9
NCL,B,16,10,2009,62,1,TSCA,12.5
NCL,B,16,10,2009,64,1,TSCA,26.4
NCL,B,16,10,2009,65,1,TSCA,11.9
NCL,B,16,10,2009,66,1,TSCA,17.5
NCL,B,16,10,2009,67,1,TSCA,19.1
NCL,B,16,10,2009,70,1,TSCA,27
NCL,B,16,10,2009,72,1,TSCA,10.4
NCL,B,16,10,2009,79,1,TSCA,17
PL,A,15,10,2009,2,1,TSCA,24.9
PL,A,15,10,2009,5,1,TSCA,13.6
PL,A,15,10,2009,7,1,TSCA,16.8
PL,A,15,10,2009,8,1,TSCA,9.9
PL,A,15,10,2009,9,1,TSCA,17
PL,A,15,10,2009,11,1,TSCA,20
PL,A,15,10,2009,12,1,TSCA,12.5
PL,A,15,10,2009,14,1,TSCA,12
PL,A,15,10,2009,15,1,TSCA,12.8
PL,A,15,10,2009,27,1,TSCA,12.4
PL,A,15,10,2009,28,1,TSCA,15.7
PL,A,15,10,2009,30,1,TSCA,15.6
PL,A,15,10,2009,38,1,TSCA,17.1
PL,A,15,10,2009,42,1,TSCA,26.9
PL,A,15,10,2009,52,1,TSCA,15.2
PL,A,15,10,2009,62,1,TSCA,16.1
PL,A,15,10,2009,63,1,TSCA,10.9
PL,A,15,10,2009,65,1,TSCA,12.2
PL,A,15,10,2009,66,1,TSCA,10.5
BD,A,11,8,2014,1,1,TSCA,16.9
BD,A,11,8,2014,2,1,TSCA,28
BD,A,11,8,2014,6,1,TSCA,31.8
BD,A,11,8,2014,9,1,TSCA,33.4
BD,A,11,8,2014,10,1,TSCA,11.6
BD,A,11,8,2014,11,1,TSCA,47.1
BD,A,11,8,2014,13,1,TSCA,71
BD,A,11,8,2014,14,1,TSCA,33
BD,A,11,8,2014,17,1,TSCA,48.4
BD,A,11,8,2014,20,1,TSCA,39.8
BD,A,11,8,2014,23,1,TSCA,11
BD,A,11,8,2014,25,1,TSCA,10.4
BD,A,11,8,2014,26,1,TSCA,51
BD,A,11,8,2014,27,1,TSCA,26.7
BD,B,11,8,2014,5,1,TSCA,10.6
BD,B,11,8,2014,6,1,TSCA,10.5
BD,B,11,8,2014,8,1,TSCA,13.7
BD,B,11,8,2014,9,1,TSCA,10.1
BD,B,11,8,2014,13,1,TSCA,9.3
BD,B,11,8,2014,15,1,TSCA,13.6
BD,B,11,8,2014,16,1,TSCA,10.1
BD,B,11,8,2014,17,1,TSCA,10.2
BD,B,11,8,2014,18,1,TSCA,9.4
BD,B,11,8,2014,20,1,TSCA,9.9
BD,B,11,8,2014,22,1,TSCA,62.5
BD,B,11,8,2014,23,1,TSCA,53.7
BD,B,11,8,2014,26,1,TSCA,32.3
BD,B,11,8,2014,28,1,TSCA,9.7
BD,B,11,8,2014,29,1,TSCA,8.9
BD,B,11,8,2014,30,1,TSCA,9.3
CFR,A,15,7,2014,9,1,TSCA,41.6
CFR,A,15,7,2014,12,1,TSCA,43.6
CFR,A,15,7,2014,16,1,TSCA,48.1
CFR,A,15,7,2014,28,1,TSCA,24
CFR,A,15,7,2014,33,1,TSCA,29.5
CFR,A,15,7,2014,35,1,TSCA,23
CFR,A,15,7,2014,37,1,TSCA,23.5
CFR,A,15,7,2014,40,1,TSCA,32.5
CFR,A,15,7,2014,47,1,TSCA,14.1
CFR,B,15,7,2014,6,1,TSCA,78.9
CFR,B,15,7,2014,9,1,TSCA,67.7
CFR,B,15,7,2014,12,1,TSCA,76.3
NCL,A,16,10,2014,2,1,TSCA,24
NCL,A,16,10,2014,4,1,TSCA,19.7
NCL,A,16,10,2014,6,1,TSCA,37.2
NCL,A,16,10,2014,13,1,TSCA,25
NCL,A,16,10,2014,16,1,TSCA,33
NCL,A,16,10,2014,17,1,TSCA,43
NCL,A,16,10,2014,18,1,TSCA,23.8
NCL,A,16,10,2014,21,1,TSCA,21.3
NCL,A,16,10,2014,28,1,TSCA,48.9
NCL,A,16,10,2014,30,1,TSCA,29
NCL,A,16,10,2014,31,1,TSCA,37.9
NCL,A,16,10,2014,32,1,TSCA,43
NCL,A,16,10,2014,33,1,TSCA,42.2
NCL,A,16,10,2014,34,1,TSCA,10.1
NCL,A,16,10,2014,39,1,TSCA,14
NCL,B,2,10,2014,1,1,TSCA,21
NCL,B,2,10,2014,7,1,TSCA,25.1
NCL,B,2,10,2014,12,1,TSCA,28.4
NCL,B,2,10,2014,16,1,TSCA,17.6
NCL,B,2,10,2014,17,1,TSCA,12.7
NCL,B,2,10,2014,19,1,TSCA,18.4
NCL,B,2,10,2014,20,1,TSCA,40.8
NCL,B,2,10,2014,24,1,TSCA,11.2
NCL,B,2,10,2014,26,1,TSCA,17.4
NCL,B,2,10,2014,29,1,TSCA,18.4
NCL,B,2,10,2014,31,1,TSCA,12.7
NCL,B,2,10,2014,34,1,TSCA,30.9
NCL,B,2,10,2014,35,1,TSCA,44.2
NCL,B,2,10,2014,38,1,TSCA,17.6
NCL,B,2,10,2014,39,1,TSCA,23
NCL,B,2,10,2014,42,1,TSCA,16.8
NCL,B,2,10,2014,48,1,TSCA,13.5
NCL,B,2,10,2014,50,1,TSCA,16.6
NCL,B,2,10,2014,51,1,TSCA,15.5
NCL,B,2,10,2014,54,1,TSCA,18.6
NCL,B,2,10,2014,55,1,TSCA,13.4
NCL,B,2,10,2014,56,1,TSCA,10.7
NCL,B,2,10,2014,60,1,TSCA,15.8
NCL,B,2,10,2014,61,1,TSCA,14
NCL,B,2,10,2014,62,1,TSCA,12.9
NCL,B,2,10,2014,64,1,TSCA,27.1
NCL,B,2,10,2014,66,1,TSCA,17.8
NCL,B,2,10,2014,67,1,TSCA,19.5
NCL,B,2,10,2014,70,1,TSCA,27.8
NCL,B,2,10,2014,71,1,TSCA,12
NCL,B,2,10,2014,72,1,TSCA,10.4
NCL,B,2,10,2014,79,1,TSCA,18
PL,A,22,9,2014,2,1,TSCA,26.5
PL,A,22,9,2014,5,1,TSCA,16.1
PL,A,22,9,2014,7,1,TSCA,18.3
PL,A,22,9,2014,8,1,TSCA,10.5
PL,A,22,9,2014,9,1,TSCA,18.6
PL,A,22,9,2014,11,1,TSCA,20.9
PL,A,22,9,2014,12,1,TSCA,14.6
PL,A,22,9,2014,14,1,TSCA,13.1
PL,A,22,9,2014,15,1,TSCA,14.4
PL,A,22,9,2014,27,1,TSCA,14
PL,A,22,9,2014,28,1,TSCA,16.6
PL,A,22,9,2014,30,1,TSCA,17.2
PL,A,22,9,2014,38,1,TSCA,18.8
PL,A,22,9,2014,42,1,TSCA,29.7
PL,A,22,9,2014,52,1,TSCA,17.1
PL,A,22,9,2014,62,1,TSCA,18.6
PL,A,22,9,2014,63,1,TSCA,11.4
PL,A,22,9,2014,65,1,TSCA,13.8
PL,A,22,9,2014,66,1,TSCA,13
PL,A,22,9,2014,67,1,TSCA,9.3
